text_raw,label,text_cleaned
Tình ái kinh đấy,1,tình_ái kinh đấy
không ai phủ nhận những tiện ích to lớn mà công nghệ đem lại qua chiếc điện thoại thông minh nhưng phải sử dụng đúng nơi đúng lúc chứ trong giờ học thầy cô giảng bài mà học sinh cứ chăm đầu vào đt thì làm sao hiểu bài được .,0,phủ_nhận tiện_ích to_lớn công_nghệ đem điện_thoại thông_minh sử_dụng học thầy giảng học_sinh chăm đầu_vào điện_thoại làm_sao
Trừ khi tam giác trên được vẻ trên mặt cầu.,0,trừ tam_giác vẻ mặt_cầu
"Đây mới là lớp 1, mà đem áp dụng như kiểu cho sinh viên cao đẳng, đại học!!!""Chúng tôi đi kiểm tra nhiều trường học ở các địa phương và thấy các trường có kế hoạch triển khai rất khác nhau, tuỳ vào điều kiện, sở trường của giáo viên, nhưng đều hướng tới việc đảm bảo chuẩn đầu ra"" ===> lấy gì đảm bảo cách triển khai rất khác nhau này mang đến mức độ nặng nhẹ khác nhau và cho ra kết quả chuẩn đầu ra giống nhau???Ngay từ khâu triển khai đã bất cập thế này mà bảo là ""Chương trình đã được thẩm định bởi hội đồng quốc gia và được đưa vào trường học với quy định rất chặt chẽ"",Chán!",1,lớp đem áp_dụng kiểu sinh_viên cao_đẳng đại_học ! ! ! chúng_tôi đi kiểm_tra trường_học địa_phương trường kế_hoạch triển_khai tuỳ điều_kiện sở_trường giáo_viên hướng đảm_bảo chuẩn đầu_ra đảm_bảo triển_khai mức_độ nhẹ kết_quả chuẩn đầu_ra ? ? ? khâu triển_khai bất_cập bảo chương_trình thẩm_định hội_đồng quốc_gia trường_học quy_định chặt_chẽ chán !
"Đọc xong bài này, tôi mới nhận ra các con tê giác từng thấy trong hình ảnh ko có lông xD",0,đọc xong tê_giác hình_ảnh lông xd
Thay đổi như thế này chất lượng chắc cũng ko tốt hơn. Mà ko tốt hơn thì như cũ cho khoẻ,1,thay_đổi chất_lượng cũ khoẻ
Tôi thích giọng ca này,0,giọng công_an
"Tội cho cháu bé. sinh phải cha mẹ, chín phần con, một phần người.",1,tội cháu bé sinh cha_mẹ chín con_một
Đúng là kiếm được miếng ăn không dễ dàng gì. Con vật cũng vậy phải lừa nhau để tồn tại,0,kiếm miếng ăn_không dễ_dàng vật lừa tồn_tại
"Ngã ba Cát Lái xây dựng hình như chưa hợp lý, lượng xe từ hướng Quận 9, Thủ Đức lên cầu vượt để vào Cát Lái phải chạy rất chậm, dường như do đường hẹp, khúc cua cong quá.",0,ngã cát lái xây_dựng hình_như hợp_lý xe hướng thủ đức cầu_vượt cát lái chạy chậm dường_như đường hẹp khúc cua cong
"Mình nghĩ khi làm thủ tục vay món gì đó, ngoài giấy CMND ra thì phải kèm theo một số giấy tờ tùy thân như: sổ hộ khẩu, bằng lái xe, bảo hiểm y tế... nói chung là phải thêm thông tin chứng minh nhân thân. Chứ không phải khơi khơi cầm giấy CMND là cho vay được.",0,thủ_tục vay món giấy cmnd kèm một_số giấy_tờ tùy_thân sổ hộ_khẩu lái_xe bảo_hiểm y_tế nói_chung thông_tin chứng_minh nhân_thân khơi_khơi cầm giấy cmnd vay
"Tới 80% ánh sáng bị dội ra cơ mà, còn băng tan thì đầy quá thì nó phải tan thôi. Nếu nó cứ tích băng vào 2 cực thì nước đâu mà dùng. Nên nhớ, tất cả đều là quy luật của Vũ trụ, con người không làm thay đổi được đâu. Quả đất đã 5 lần đổi trục rồi cơ mà, lúc đó đã có con người đâu!",0,80 ánh_sáng dội cơ_mà băng tan tan tích băng cực tất_cả quy_luật vũ_trụ con_người thay_đổi quả_đất đổi trục cơ_mà con_người !
Thực sự rất cảm kích trước những việc các bạn đã làm. Chúc nhóm thật nhiều sức khoẻ và may mắn.,0,thực_sự cảm_kích chúc sức_khoẻ may_mắn
Mắc tiền vì độc lạ. Mong rằng khi ăn được cái lạ nhưng không độc.,0,mắc tiền độc lạ mong lạ độc
Gia đình này đẹp quá. Tổng thống Trump nghe nói nuôi dạy con rất giỏi.,0,gia_đình đẹp tổng_thống trump nuôi dạy giỏi
Gia đình tôi kinh doanh trong lĩnh vực nông nghiệp tài sản 28 công đất cũng không thấy tên trong danh sách,0,gia_đình kinh_doanh lĩnh_vực nông_nghiệp tài_sản 28 công đất danh_sách
Dã man quá,1,dã_man
Lấy lầm vợ phiền toái Cả cuộc đời,0,lầm vợ phiền_toái cuộc_đời
Ủa ? Gia đình Phạm Nhật Vượng đâu ? Tài sản phải hơn 10 tỷ USD mà,0,? gia_đình phạm nhật vượng ? tài_sản 10 tỷ usd
"Cup cũng tùy loại cup để cố thi đấu chứ, cái gì cũng muốn rồi cuối năm tạch hết à. Ltd năm nay là vô cùng khắc nghiệt đó mấy bạn ạ ,liver có loại ở cup này cũng ko vấn đề gì .Mãi yêu liver",0,cup tùy cup cố thi_đấu tạch ltd vô_cùng khắc_nghiệt mấy liver cup vấn_đề mãi yêu liver
Năm nay trường lấy điểm thấy vậy thì thương hiệu trường còn đâu nữa?!,0,trường thương_hiệu trường ? !
"Luật pháp không xử lý hình sự thật nặng những ai liên quan đến an toàn thực phẩm thì vấn đề ngộ độc và vận chuyển , phân phối những thực phẩm không rỏ nguồn gốc , hư thối sẽ vẫn còn tiếp diễn",0,luật_pháp xử_lý hình_sự_thật những_ai liên_quan an_toàn thực_phẩm vấn_đề ngộ_độc vận_chuyển phân_phối thực_phẩm rỏ nguồn_gốc hư thối tiếp_diễn
"Nói thiệt chứ bài này của Hoài Lâm chất nhạc quá cũ kỹ, nhàm chán, nghe 1/2 bài tôi đã tắt.",1,thiệt hoài lâm_chất nhạc cũ_kỹ nhàm_chán tắt
"Vâng, sao nghe nhiều người nói chó rất trung thành mà ta? Tôi nói cho các bạn biết cũng tùy con thôi.",0,chó trung_thành ta ? tùy_con
Cẩn thận ông ơi nêú bị thì sức khoẻ ông sẽ khó khăn đó. Đừng cố quá không tốt đâu.,0,cẩn_thận nêú sức_khoẻ khó_khăn đừng cố
"Bảo rồi, cái cúp này quá tầm Liv nên bỏ đi :-D",0,bảo cúp tầm liv đi
Miền Tây xứng đáng được đầu tư các tuyến cao tốc ngang dọc như vậy vì tiềm năng quá to lớn của miền đất này,0,miền tây xứng_đáng đầu_tư tuyến cao_tốc ngang_dọc như_vậy tiềm_năng to_lớn miền đất
Bé siêu thật đấy,0,bé siêu đấy
Trump sẻ chửa bệnh và chiến thắng.!,0,trump sẻ chửa bệnh chiến_thắng !
"nếu muốn tra cứu điện thoại thì về nhà, còn ở trên lớp hãy tập trung nghe giảng dạy và làm bài vì ở trường chỉ có mấy giờ thôi, còn bao nhiêu thời gian ở nhà cứ việc nghiên cứu bằng điện thoại không ai cấm",0,tra_cứu điện_thoại lớp tập_trung giảng_dạy trường mấy bao_nhiêu thời_gian cứ_việc nghiên_cứu điện_thoại cấm
Cầu mong cho nhóm các bạn luôn mạnh khỏe để luôn đem lại nhiều điều tốt đẹp cho xã hội.,0,cầu_mong mạnh_khỏe đem tốt_đẹp xã_hội
"Vấn đề ở đây là chúng ta không biết được ở độ tuổi 12 13, bọn trẻ đã được học được những kiến thức nào về toán. Nên để một người trưởng thành có thể giải quyết vấn đề này cũng hơi khó.",0,vấn_đề chúng_ta độ 12 13 bọn trẻ học kiến_thức toán trưởng_thành có_thể giải_quyết vấn_đề hơi
"Quá nguy hiểm, tôi chưa hết ngỡ ngàng vì người chủ DN là bạn của tôi.",0,nguy_hiểm ngỡ_ngàng chủ dn
"Cái giá của việc trở mặt với Vua Ronaldo là sự nghiệp đi xuống và bật bãi khỏi Real, đáng lắm Bale! Tấm gương cho những ai khác vọng tưởng muốn tranh giành vị trí với Ngài.",0,giá trở_mặt vua ronaldo sự_nghiệp đi bật bãi real lắm bale ! gương vọng tưởng tranh_giành vị_trí ngài
"Dù S-300 cùi bắp nhưng vẫn khó tin nó bị tiêu diệt, đến những thứ lạc hậu hơn cũng có video bị phá hủy nhưng S-300 thì chỉ nói miệng và một video không có cái kết thì khó mà tin được.",0,300 cùi bắp tiêu_diệt lạc_hậu video phá_hủy 300 miệng video kết
"Nếu nhà bạn chỉ thỉnh thoảng mới xài tối đa 5 chỗ thì nên mua Mitsu Attrage bởi xe nhập giá rẻ, rộng rãi bởi xe phân khúc B, tiết kiệm nhiên liệu nhưng khuyết điểm duy nhất là máy yếu như phân khúc A. Ngoài ra bạn có thể chọn Vios là một lựa chọn an toàn khác. Còn nếu nhà bạn thường xuyên chở đầy 5 chỗ thì bạn nên mua 7 chỗ mà lựa chọn tốt nhất hiện nay trong tầm giá là Xpander, nên né Ertiga hay XL7 ra vì bảo dưỡng của Suzuki rất tệ nên cho dù xe có tốt, giá có phải chăng hơn Xpander đi nữa thì mua xe Suzuki cũng khá là phiêu lưu.",0,thỉnh_thoảng xài tối_đa chỗ mua mitsu attrage xe nhập giá rẻ rộng_rãi xe phân khúc tiết_kiệm nhiên_liệu khuyết_điểm duy_nhất máy yếu phân khúc ngoài_ra có_thể vios lựa_chọn an_toàn thường_xuyên chở chỗ mua chỗ lựa_chọn hiện_nay tầm giá xpander né ertiga xl7 bảo_dưỡng suzuki tệ cho_dù xe giá phải_chăng xpander đi_nữa mua xe suzuki phiêu_lưu
Chắc chắn sau khi chữa khỏi bệnh ông sẽ có kháng thể virus tự nhiên trong người và sẽ miễn nhiễm với bệnh này.,0,chắc_chắn chữa bệnh kháng_thể virus tự_nhiên miễn_nhiễm bệnh
Hi vọng chuyến bay quốc tế về sẽ sớm mở. Các bác tính toán nhanh dùm.,0,hi_vọng chuyến bay quốc_tế tính_toán dùm
đoán phim hay nhưng chưa thể xem!! tiếc,0,đoán phim thể ! ! tiếc
Chưa bao giờ nghe bỏ trẻ sơ sinh nhiều như năm nay,0,bao_giờ trẻ sơ_sinh
"Thật là nghị lực, Chúc anh và gia đình nhiều sức khỏe.",0,nghị_lực chúc gia_đình sức_khỏe
Đọc mà tôi nghẹn lòng thương đứa trẻ.,0,đọc nghẹn thương đứa trẻ
Yêu mến c,0,yêu_mến
"Tôi cũng mong Trump dù cho ông có rất nhiều điểm yếu, bác Biden hay nói sai và quá vụng về trong các buổi nói chuyện .",1,mong trump yếu biden sai vụng_về nói_chuyện
Nên hiểu hoàn cảnh của các cô trong tình hướng đó.,0,hoàn_cảnh tình hướng
Có thể rất nhiều bạn chưa hướng dẫn cho các bé.Đây là clip rất hữu ích xin cảm ơn bài viết .,0,có_thể hướng_dẫn bé clip hữu_ích cảm_ơn viết
Huyện hải lăng Quảng Trị là huyện có nhiều nhà vô địch nhất cả nước rồi. Tự hào người con hải lăng,0,huyện hải lăng quảng_trị huyện vô_địch tự_hào hải lăng
"Tuyến giữa của Tot chưa đủ đăng cấp tranh chấp danh hiệu. Dềde khá là mong manh, có lẽ chỉ toả sáng được khi Đồng đội đang sáng. Cần một cầu thủ cầm chịch được tuyến giữa... mãi ko thấy Modric thứ hai!",0,tuyến tot đăng tranh_chấp danh_hiệu dềde mong_manh có_lẽ toả đồng_đội cầu_thủ cầm chịch tuyến mãi modric hai !
Que diêm mà nhà t bán mấy chục năm rồi lâu lâu mới có ng mua chỉ 500d một hộp mà bao nhiêu gỗ giấy. Năm nay ko bán nữa vì diêm thiếu tiện dụng và hay bị ẩm ướt nhưng mà cty vì thế mà đi xuống thì buồn lắm. Mong cho cty phát triển trở lại. Liệu sau này còn ai nhìn thấy que diêm hay biết que diêm hình dạng thế nào,0,que diêm tao mấy chục lâu_lâu mua 500d hộp bao_nhiêu gỗ giấy diêm tiện_dụng ẩm_ướt cty vì_thế_mà đi buồn lắm mong cty phát_triển trở_lại liệu sau_này que diêm hay_biết que diêm hình_dạng thế_nào
Mặc bộ đồ bơi bằng hình cá voi sát thủ thì lo gì cá mập,0,mặc đồ bơi hình cá_voi sát_thủ lo cá_mập
Yêu anh và con trai,0,yêu con_trai
Đã xe cũ thì cứ Nhật mà chơi . Đừng nhìn vẻ ngoài mà hối hận về chạy không được đâu .,0,đa xe cu thi cư nhâ ma đư ng nhi ve_ngoa ma hô hâ vê đươ
Bão thì phải chịu thôi chứ có ai muốn đâu.,0,bão
Xa quá nguoi dân se cân nhắc đi xe lửa .hay may bay,0,nguoi dân se cân_nhắc đi xe lửa may bay
Kết quả là tôi bị vợ chửi vì mãi cắm đầu vào điện thoại.,0,kết_quả vợ chửi mãi cắm_đầu_vào điện_thoại
Bs Tú Dung nói chuyện rất dễ thương chúc bs co nhiều sức khỏe,0,bs tú dung nói_chuyện dễ_thương chúc bs co sức_khỏe
"Mấy người này tập thể thao mà không có tinh thần thể thao để tuân thủ luật lệ: chạy không đúng làn đường, vượt đèn đỏ, lạng lách...",0,mấy tập thể_thao tinh_thần thể_thao tuân_thủ luật_lệ chạy làn_đường đèn_đỏ lạng_lách
"Cứ lấy lý do DN bị ảnh hưởng và DN k bị ảnh hưởng, Covid ảnh hưởng đến cả Thế Giới, DN ảnh hưởng ít hoặc nhiều thôi. Mong giảm thuế thu nhập và nhiều thứ khác để cho đến 2021 để các DN đc phục hồi trở lại",0,lý_do dn ảnh_hưởng dn ảnh_hưởng covid ảnh_hưởng thế_giới dn ảnh_hưởng mong thuế thu_nhập 2021 dn phục_hồi trở_lại
"Dù có là bản nào mà không nêu bật được tài trí của Batman cũng vứt. Đâu phải ngẫu nhiên Batman được xem là đầu não của JL dù chẳng có siêu sức mạnh nào. Xem bản 2017, thấy cảnh Batman lao đầu vào cái đám Parademons mà chẳng có kế sách gì là thấy nản rồi. Thêm cái lối diễn xuất vô hồn của Ben Affleck nữa lại càng nản. Dù sao cũng là fan DC nên chỉ biết hy vọng ở tương lai.",1,nêu bật tài_trí batman vứt ngẫu_nhiên batman đầu_não jl chẳng siêu sức_mạnh 2017 cảnh batman lao đầu_vào đám parademons chẳng kế_sách nản lối diễn_xuất vô_hồn ben affleck nản dù_sao fan dc hy_vọng tương_lai
Cứ theo pháp luật mà làm,0,pháp_luật
"Bất cứ thời đại nào , xã hội nào thì bất hiếu luôn là trọng tội",1,bất_cứ thời_đại xã_hội bất_hiếu trọng_tội
"Khâu kiểm soát người nhập cảnh khó nhưng vẫn khả thi và hiệu quả hơn phát hiện ra một người mang virus không biểu hiện triệu chứng đi lang thang và lây bệnh cho cộng đồng 100 triệu dân. không thể xét nghiệm được PCR cho toàn bộ 100 triệu dân ở bất kỳ một thời điểm nào nên sẽ có các đợt bùng phát tiếp nếu để lọt người nhập cảnh mang mầm bệnh.Chiến lược nhanh chóng xét nghiệm PCR và truy vết , phát hiện cách ly đủ 14 ngày trong phạm vi lãnh thổ là mấu chốt.Chỉ cách ly 5 ngày thì không đảm bảo, vì khoảng 1 nửa người mang virus hoặc nhiễm bệnh nhưng không có triệu chứng, chỉ phát hiện được bằng PCR, đến ngày thứ 14 lượng virus trên người mới nhân lên đủ số lượng để xét nghiệm PCR dương tính. Nếu cách ly hoàn toàn không đủ 14 ngày thì rất dễ có người mang virus ra cộng đồng gây ra làn sóng mới. Với người nhập cảnh, không thể dựa hoàn toàn vào cách ly tự nguyện tại nhà vì cách này không đảm bảo.",0,khâu kiểm_soát nhập_cảnh khả_thi hiệu_quả phát_hiện virus biểu_hiện triệu_chứng đi lang_thang lây bệnh cộng_đồng 100 triệu dân không_thể xét_nghiệm pcr toàn_bộ 100 triệu dân bất_kỳ thời_điểm đợt bùng_phát tiếp lọt nhập_cảnh mầm bệnh chiến_lược nhanh_chóng xét_nghiệm pcr truy vết phát_hiện cách_ly 14 phạm_vi lãnh_thổ mấu_chốt cách_ly đảm_bảo nửa virus nhiễm_bệnh triệu_chứng_chỉ phát_hiện pcr 14 virus nhân số_lượng xét_nghiệm pcr dương_tính cách_ly hoàn_toàn 14 virus cộng_đồng làn_sóng nhập_cảnh không_thể dựa hoàn_toàn cách_ly tự_nguyện đảm_bảo
Đổi lại tên đường thì giấy tờ tùy thân và các loại giấy tờ nhà đất của người dân có phải đổi không ... có rất nhiều hệ lụy khác đi theo với cái tên đường,0,đổi đường giấy_tờ tùy_thân giấy_tờ nhà_đất dân đổi hệ_lụy đi đường
Nhìn là biết ngon rồi! Chẹp chẹp!,0,ngon ! chẹp chẹp !
"Tất nhiên mỗi người có một cái nhìn nhận khác nhau,để mà so sánh giữa hai xe này thì tôi lại thích con xe honda brio hơn.vì xe này rộng rãi hơn và chất lượng chắc chắn sẽ hơn hai xe kia.chúc bạn mua đc chiếc xe làm vừa ý cả nhà nhé.",0,tất_nhiên nhìn_nhận so_sánh hai xe xe honda brio xe rộng_rãi chất_lượng chắc_chắn hai xe kia chúc mua xe vừa_ý
Đá cho vui thôi màThay HLV trưởng mà bảo là thay đổi nhỏ trên băng ghế chỉ đạo thì đúng là đá chơi thôi thật. HLV cũng ngồi vào cho vui theo đúng tiêu chí,0,đá vui màthay hlv trưởng bảo thay_đổi băng ghế chỉ_đạo đá hlv vui tiêu_chí
"Cần phạt nặng luôn những quán ăn,nhà hàng... thu mua Chó của bọn trộm Chó này bán luôn! Phạt tù bọn trộm Chó này nếu ko mạnh tay thì về sau này sẽ có nhiều chuyện đáng tiếc xảy ra...",0,phạt quán nhà_hàng thu_mua chó bọn trộm chó ! phạt tù bọn trộm chó mạnh_tay sau_này tiếc xảy
"Mất mát lớn quá, xin chia buồn cùng gia đình. Cần phải có biển báo với những chỗ nguy hiểm, không cho trẻ tự bơi một mình",0,mâ t_ma lơ chia buô cu ng gia đi nh câ pha co biê vơ ng chô nguy hiê tre tư bơi mô mi nh
Tuyệt vời ..!!,0,tuyệt_vời ! !
"Đi 2 xe, có vũ khí... là có sự chuẩn bị, tính toán. Chắc là cũng tính luôn được mức án phải chịu rồi. Chúc vui vẻ với kết quả đạt được nhé.",0,đi xe vũ_khí chuẩn_bị tính_toán án chúc vui_vẻ kết_quả
8-0 chứ không phải 8-2 nhá!,0,nhá !
Cảm ơn bạn. Chính xác có đi sai vạch kẻ đường bị báo lỗi đi sai Làn đường.,0,cảm_ơn chính_xác đi sai vạch kẻ đường báo lỗi đi sai làn_đường
Một năm đầy trọn vẹn với Bayern!,0,trọn_vẹn bayern !
Tôi đọc bài ít khi bình luận.Nhưng chưa thấy tội ác nào như thế này .Mong pháp luật trừng trị mạnh tay ...,1,đọc bình_luận tội_ác mong pháp_luật trừng_trị mạnh_tay
"Đội ngũ bác sỹ của Tổng Thống là rất giỏi rồi, cho dùng thử thì chắc là ok thôi. Chúc bác Trump sớm khỏe!",0,đội_ngũ bác_sỹ tổng_thống giỏi thử ok chúc trump khỏe !
"Chỉ hổng có nhìu Xiền mới hổng mua xe Đức thui. Xe Đức đi quá là sướng, nếu đã đi xe Đức rùi thì hổng ai còn mún ngồi lên bất cứ một chiếc xe Hàn nào. Xe Nhật thì vẫn đi được.",0,hổng xiền hổng mua xe đức thui xe đức đi sướng đi xe đức rùi hổng mún bất_cứ xe hàn xe nhật đi
và đó cũng lần cuối cùng chúng ta thấy đưọc bạn Mũi Nắp...,0,cuối_cùng chúng_ta đưọc mũi nắp
lại chết đuối.đau thiệt!,0,la chê đuô đau thiê !
"Cầu cho các bé được cứu sống thật Hạnh Phúc, các bé không may được lên Thiên Đường",0,cầu bé cứu sống hạnh_phúc bé may thiên_đường
"Gớm đi nhiều mà vác con Soluto về để 2,3 năm nữa uống xăng hơn uống nc. Nội thất xấu hơn Attrage bản mới 20120, attrage rộng rãi, gầm cao, máy bé nhưng mấy dòng 1.2 với 1.5 chả chênh nhau hao nhiêu. Nói thật con soluto cái phần đuôi cũng xấu, mua xe A hay B thì đã là tiền hạn hẹp rồi, cứ đề cao tính thực dụng thôi. Vote Attrage nhé, xe bền, nội thất đủ option, gầm cao, ăn xăng như ngửi.",1,gớm đi vác soluto uống xăng uống nc nội_thất xấu attrage 20120 attrage rộng_rãi gầm máy bé mấy dòng chả chênh hao nhiêu soluto đuôi xấu mua xe tiền hạn_hẹp đề_cao thực_dụng vote attrage xe bền nội_thất option gầm xăng ngửi
"Nhờ sự hy sinh của những người như cha ông thế hệ đi trước nên thế hệ chúng ta ngày nay mới sống trong thời hòa bình, tự do, cuộc sống ấm no",0,hy_sinh cha_ông thế_hệ đi thế_hệ chúng_ta ngày_nay sống thời hòa bình tự_do cuộc_sống ấm_no
Thêm:Phía Ngân hàng phải thêm thủ tục chụp ảnh người làm hồ sơ tại quầy và lưu trong hồ sơ như bên viễn thông khi đăng ký sim điện thoại nữa thì sẽ hạn chế rất nhiều việc gian lận.,0,ngân_hàng thủ_tục chụp ảnh hồ_sơ quầy lưu hồ_sơ viễn_thông đăng_ký sim điện_thoại hạn_chế gian_lận
Chúng tôi đang ở Bà rịa đang rất mong kết quả của các F1 với bệnh nhân đi nhật.,0,chúng_tôi rịa mong kết_quả f1 bệnh_nhân đi nhật
Trứng để qua đêm là ko tốt cho trẻ con đâu. Khổ thân các con quá,0,trứng đêm trẻ_con khổ_thân
"À, lại theo giới truyền thông MU mua. 175 triệu hỏi mua chú nhóc 17 tuổi chưa khẳng định được gì thì đúng chỉ có truyền thông nhà barca tự biên tự diễn nâng nhau.",1,giới truyền_thông mu mua 175 triệu mua nhóc 17 khẳng_định truyền_thông barca tự_biên diễn nâng
Nữ sinh lớp 9 . hết ý.,0,nữ_sinh lớp hết_ý
"Thứ nhất bản thân họ cũng k giành được nhiều thiện cảm của số đông người dân Mĩ, thứ 2 bầu cử Mĩ ngày càng khó đoán nên họ không muốn...chọn nhầm phe =))",0,bản_thân giành thiện_cảm đông dân mĩ bầu_cử mĩ ngày_càng đoán nhầm phe
"Chúc mừng bệnh nhân, chúc mừng y bác sĩ BV Chợ Rẫy",0,chúc_mừng bệnh_nhân chúc_mừng bác_sĩ bv chợ rẫy
Tường San đẹp dịu dàng mà không chói loá,0,tường san đẹp dịu_dàng chói loá
"Đẹp quá, nhờ mấy anh nhiếp ảnh mà mình có cơ hội ngắm nhìn, Cám ơn nhiếp ảnh gia nhé!",0,đẹp mấy nhiếp_ảnh cơ_hội ngắm cám_ơn nhiếp_ảnh gia !
đầu tuần thật tuyệt vời ... những ngôi sao lớn đồng loạt lập cú đúp . chúc mừng cr7 . chúc mừng m10 . chúc mừng su9.,0,đầu tuần tuyệt_vời ngôi_sao đồng_loạt lập cú đúp chúc_mừng cr7 chúc_mừng m10 chúc_mừng su9
"Đúng là khốn nạn, con nó mà nó không thương.",1,khốn_nạn thương
Khi làm phó của Obama ông này cũng nhầm lẫn nhiều lần.,0,phó obama nhầm_lẫn
Tôi cũng thích nuôi ong nhưng cơ thể phản ứng thái quá với bọn này khi bị chích.Dễ nổi ngứa và sốc thậm chí gây khó cho tim mạch.Loài này không có ngòi chích nhưng đọc tới cái đoạn nó cắn được thì vỡ mộng luôn rồi.,0,nuôi ong cơ_thể phản_ứng thái_quá bọn chích nổi ngứa sốc thậm_chí tim_mạch loài ngòi chích đọc đoạn cắn vỡ_mộng
"Riết thấy màu mè, sến xẩm, ai cũng có đỉnh cao của cuộc đời, khi mà đã xuống thì có gượng cũng không được vì sắc đẹp và tuổi tác không cho phép.",1,riết màu_mè sến xẩm đỉnh_cao cuộc_đời gượng sắc_đẹp tuổi_tác phép
Đề nghị nên đánh thuế đất sao cho hiệu quả tránh tình trạng mua đất đầu cơ hoặc đẩy giá lên cao làm biết bao người thu nhập thấp muốn mua đất nhưng ko mua nổi vì toàn giá trên trời.,0,đề_nghị đánh thuế_đất hiệu_quả tình_trạng mua đất đầu_cơ đẩy giá biết_bao thu_nhập mua đất mua nổi toàn giá trời
dù không ưa tính cách của ông ta nhưng tôi nghĩ hiện chưa có sự thay thế nào tốt hơn!,0,ưa tính_cách ta hiện thay_thế_nào !
Cơn bão này hại ngành điện lực rồi,0,bão hại ngành điện_lực
"Điện mặt trời cũng như năng lượng tái tạo phải đi kèm với phát triển công nghệ sử dụng hydro, là kênh lưu trữ và phân phối năng lượng. Bây giờ và vài thập kỷ tới là thời của hydro. Năng lượng tái tạo, điện mặt trời cũng giống như sản phẩm thực phẩm ở một số so sánh. Nếu không có công nghệ lưu trữ bảo quản và phân phối thực phẩm (giữ lạnh, đóng gói, chất bảo quản, sấy khô, vận tải vv ..), thì việc sản xuất thực phẩm sẽ nhanh chóng thành kém hiệu quả và nhanh chóng đi vào ngõ cụt, vì sản xuất ra thực phẩm nhưng không biết lưu bảo quản và phân phối. Tương tự vậy, năng lượng tái tạo là nguồn thất thường, cần phải được lưu trữ trong nhiên liệu hydro (dùng năng lượng tái tạo để sản xuất hydro), và được phân phối thông qua bán nhiên liệu hydro. Vì vậy, sẽ không có ""năng lượng tái tạo"" hiệu quả, mà chỉ có ""NĂNG LƯỢNG TÁI TẠO VÀ HYDRO"". Nếu VN sản xuất các bình khí nén hydro nhỏ kích thước tiêu chuẩn (5-20lít) cho xe hai bánh, phân phối bình hydro qua hệ thống tạp hóa như kiểu đổi bình ga mini, thì thậm chí mức giá nhiên liệu hydro 8usd/kg hydro trong bình khí nén (mức giá rất hời cho ngành sản xuất hydro) cũng đảm bảo rằng, xe điện hydro hai bánh sẽ tiết kiệm hơn hay bằng chi phí di chuyển so với xe xăng. Bản thân giá xe hai bánh hydro cũng không cao hơn giá xe máy điệ̣n+pin lithium.",0,điê mă trơ cu ng năng lươ ng ta ta pha đi ke vơ pha triê công nghê sư du ng hydro la kênh lưu trư va phân phô năng lươ ng bây giơ va va thâ ky tơ la_thơ cu hydro năng lươ ng ta ta điê mă trơ cu ng giô ng sa phâ thư phâ mô sô sa nh nê co công nghê lưu trư va phân phô thư phâ giư la nh đo ng go châ sâ khô vâ ta vv thi viê sa xuâ thư phâ se ng tha nh ke hiê va ng đi va ngo cu t_vi sa xuâ thư phâ biê lưu va phân phô tương_tư vâ năng lươ ng ta ta la nguô thâ thươ ng câ pha đươ lưu trư nhiên liê hydro du ng năng lươ ng ta ta đê_sa xuâ hydro va đươ phân phô thông_qua nhiên liê hydro vi vâ se co năng lươ ng ta ta hiê ma_chi co năng lươ ng ta ta va hydro nê vn sa xuâ ca bi nh ne hydro nho ki ch thươ tiêu chuâ 20li xe hai nh phân phô bi nh hydro hê thô ng ta p_ho kiê u_đô bi nh ga mini thi thâ chi mư gia nhiên liê hydro 8usd kg hydro bi nh ne mư gia râ hơ nga nh sa xuâ hydro cu ng đa ră ng xe điê hydro hai nh se tiê kiê bă ng chi phi_di_chuyê vơ xe xăng thân gia xe hai nh hydro cu ng gia xe ma_y điê pin lithium
"Nên chỉnh sửa pháp luật để bảo vệ trẻ em, tịch thu quyền giám hộ của những kẻ làm cha mẹ như thế này ngay khi có dấu hiệu bạo hành con cái. Ở nước ngoài thì không đợi đến lúc này pháp luật mới can thiệp, có dấu hiệu của bạo hành là cha mẹ đó đã bị cấm tiếp xúc, mất quyền chăm con và cơ quan xã hội sẽ nuôi bé rồi.",0,chỉnh_sửa pháp_luật bảo_vệ trẻ_em tịch_thu quyền giám_hộ kẻ cha_mẹ dấu_hiệu bạo_hành con_cái nước_ngoài đợi pháp_luật can_thiệp dấu_hiệu bạo_hành cha_mẹ cấm tiếp_xúc quyền chăm cơ_quan xã_hội nuôi bé
Ký ức lại ùa về!,0,ký_ức ùa !
