comment;label
Sao nghe giống thằng Khải như con riêng của bà Luyến với ông thầy giáo Mẫn quá?;0
chuyện thôi chứ ngoài đời thực .sự nhịn nhục có giới hạn gặp loại cha mẹ như thế thì thôi 😮 chắc cần;0
Hay;0
bức xúc;0
U là trời lần đầu tiên e nghe truyện này mà e tức á a Huy ơi;0
đừng quá quan trọng vào cái bằng đại học;0
Nghe mà tức cái lồng ngưc;0
Giống nhà mình quá 4 chị em gái cực khổ đi làm tăng ca 12 tiếng ca đêm cho tiền Mẹ vừa đưa Mẹ.Là thằng em Út chìa tay xin Mẹ cho tiền đi đánh bài xào chẻ coi.Mẹ đưa liền trước mặt mình luôn.Nói thì Mẹ nói cho tiền coi như cúng chùa;0
Nghe hay qua ma dau thuong qua chung cam on tac gia va nguyen huy nhieu ok thanks 😊😊😊😊;0
Nghe mà tức vậy nếu có ngoài đời chắc t nhảy cầu quá;0
Hello em huy ❤❤❤❤❤;0
Khg cha mẹ nào đọc ác như thế;0
Dạo này toàn kể những chuyện gây bức xúc k vậy. Nghỉ nghe;0
Nhà nghèo mà còn dạy con như quần què. Bực bội 😡;1
xa hoi ma co nhung bac cha me nhu vay that bat hanh cho nhung phan kam con;0
Chào em trai và ca nhà nghe truyện vv hp;0
truyện hay quá . mà kết cuối cùng thêm dô ng ta phát hiện ra xác 3 ng bằng cách nào rồi c.a kết luận ra sao thì kết truyện;0
Cha mẹ như zậy vứt....;0
Truyện nghe là để giải trí;0
Nghe tức muốn lên máu não 🤡luôn🧠;0
cám ơn Nguyễn Huy ;0
Đã trọng nam khinh nữ còn nhẫn tâm ;0
Câu chuyện sao khó hiểu quá sao không có sự giải thích phải có nguyên nhân vì sao mà bố mẹ lại đối xử tàn nhẫn với con gái ruột mình như vậy;0
Có thật nhé b;0
thực tế thì có đó bạn;0
"truyện ma mà muốn giải trí thì khá ít á
truyện giải trí thì phải thuộc thể loại khác";0
Trọng nam khinh nữ ak b;0
Đúng là qua bao mà…nghe truyen mà giận ghé đi những cha mẹ như thế nên có những đứa con như thế…chỉ thương cho An đã đầu thai nhầm nhà nên kho như thế…truyen rất hay là tam gương cho sự trọng nam khỉnh nữ…;0
Hi... mình lại cưng con gái hơn nha.😅;0
"Nghe được 25 là đéo muốn nghe nữa,  người viết ra chuyện này đầu óc cũng đéo bình thường";1
nghe buồn vậy trời;0
Huhu ước gì an bỏ trốn xong quây về trả thù cả gđ;0
quá lòng vòng.  và vớ vẩn.  con mà lại đi ám gia đình.;0
Cha mẹ gì ác vậy;0
Mẹ tui cũng có cái tính trọng nam khinh nữ. Tui không chịu;0
Nghe mà tức quá trời đi;0
truyện hay quá - mong tác giả đừng sáng tác nữa;1
Nghe cau chuyen nay tuoi nho ve tuoi cung vay cha tuoi cung vay rat la ac;0
Nghe mà muốn đập bà mẹ ghê. tức á;0
Truyện thấy vô lý quá;0
Truyện lấy bối cảnh k rõ ràng;0
Môt  GĐ  điên loạn  vì trọng  con trai;0
Vô duyên ;0
Truyện nghe nặng tâm lý;0
Nghe bức xúc quá;0
"Hay ha,  rồi bà mẹ là đàn ông chứ ko phải phụ nữ";0
Đồng cảm với lehoangtrung nhưng với vế đầu thôi. Thời buổi nào rồi tác giả hư cấu quá. VN phong kiến ngàn xưa nhưng với gia đình này vào thời điểm điện thoại cục gạch đã có đố cha xã hội có lạc hẫu cỡ nào người cha người mẹ sống trọng nam khinh nữ cũng ko đối xữ với con gái mình như vậy. Tác giả có muốn nổi tiếng có muốn câu vew cũng đừng x..a..ọ như thế cạch luôn đéo nghe chuyện của mầy nữa đâu. Bố...la..ó.;1
Đời có người mẹ như thế này à! Thật là tàn nhẫn;0
Ai ko tin chứ t rất tin câu chuyện này có thật 100%;0
Truyện này chỉ thể là nhg gđ ngoài bắc họ luôn trọng nam khinh nữ.;1
nghe mà tức bà mẹ;0
một câu truyện hay và rất đời! cảm ơn tác giả :);0
ngoài đời có bà mẹ nào vậy kg chớ nghệ truyện mà thấy bất công quá;0
Lâu lắm rồi mới có bộ truyện hay và cảm xúc như này. Chứ mình ngán mấy bộ thầy pháp chưởng chưởng lắm rồi;0
Tôi không thích những thể loại truyện ngắn này;0
nghe mà ko cầm dc nước mắt ah;0
Thế cũng đọc được có tiếng rồi muốn đọc sao thì đọc á;1
Cũng tùy thôi;0
trong Nam đỡ hơn nhiều đó má;0
Đúng rồi trong nam dễ gi đến mức này;0
hk có người mẹ nào mà đối sử với con mình như vậy;0
hj chào cả nhà;0
Cao máu mà nghe những loại truyện này mau ò í e;0
Con mình sinh ra mà sao như con ghẻ vậy;0
Mới vừa nghe đoạn đầu thấy sự đối sử phân biệt của 2ong bà già ;0
Hay mà bức xúc nữa;0
Truyện rất hay! Xin cảm ơn tác giả Duong Đạt và chú Huy Đất ! ✍️👻🥵🎤🙌🙏🏾🫶🤙;0
cái này do cha mẹ  đối sử ko phải..làm cha mẹ nv ko dc..  áp đặt 2dua con qua...;0
Nghe mà khóc hết nước mắt;0
Truyện càng nghe càng tức;0
Nguyễn Huy kể chuyện thật cuốn;0
Ko thuong ko yeu thì có đẻ  rđẻ ra là khinh chi thứ sống vô tam ac đọc;0
Truyện hay  quá ghét  cái  thoi  trong  nam  khinh nữ  của  người  mẹ 😊;0
Nghe chuyện này tức bà mẹ này quá .. tức quá Huy tại bả mà con trai bả hư .;0
Hơi vô lý;0
chuyện hay;0
Thương an quá huy ơi phải sống chung với một lũ ác độc.;0
Truyen qua hay ❤❤❤;0
Nghe tuc quá trong nam khinh Nữ. Toi cho bé An;0
Chuyện viết hơi quá làm gì đến nỗi như vậy;0
Nghe mà ( sốc ) ba mẹ An dốt nát mất hết nhân tính - ko có nhân phẩm / tội cho An sống trong gđ mà như cái ổ quỉ;0
Chị nghe chuyện trọng nam khinh nữ chị nghe rất khó chịu ;0
Hai vợ chồng thằng này khốn nạn thật;0
Mụ luyến đúng là kẻ điên. Chị thương cho an đứa con gái đáng thương;0
1 câu chuyện vô lý vô cùng...à mà cũng đúng vì tg nhỏ tuổi chưa thấu sự đời...;1
Tao cũng tên an đó nha cái ba mẹ qúy nà tao tức bã 😡😡😡😡😡😡😡;0
Giống game thần trùng vậy;0
Thứ mẹ qủy doc ac;0
Vay là 1 gia dinh trong nam khinh nữ như toi vay  tui get nhung me nhu vay;0
Mới nghe đoạn đầu câu chuyện thôi Mặc dù chỉ là nghe chuyện thôi mà sự bức xúc và tức giận làm cho máu nóng của tôi sôi sục lên rồi huy ơi !;0
Nghe rất bức xúc luôn;0
Con trai con gái đứa nào cũng là con phân biệt để làm chi có ích lợi gì cho mình làm gì cho anh em nó ghét lẫn nhau đứa thương đứa ghét làm cha mẹ không công bằng đau qua câu chuyện này Phật cha mẹ rút kinh nghiệm lại mình không nói là ai hết kế nghiệp sau này mình hưởng thôi mình mạnh khỏe tôn trọng nếu mình bệnh hoạn nó ghét mình trong lúc nó nhớ lại mình ghét nó không bao giờ lo cho mình;0
Hay;0
Câu chuyện nay sao giong minh qua minh ko dc me thuong hoi nhỏ minh cung uong thuoc tự tử;0
tào lao dữ vậy...2.3 tr ko đủ mua 1 chầu nhậu cho ck;0
cha mẹ vì mà như đồ đien;0
ngoài đời bác chưa gặp thì ko phải là ko có;0
​ @HuyềnNgọc-j1g5m ko có người mẹ nào thấy con chết mà vô tâm và mừng rỡ vậy đâu...trừ phi cỡm đoạt ts khủng khiếp như c Hằng họ mới mừng...;0
Ác quỷ cha. Mẹ. Anh;0
sự thật;0
"Giận run người là đây.
Quả báo cho những ai làm cha làm mẹ độc ác.
Tiếc cho một nhân tài.😢😢😢";0
Thằng con trai giống y con gái mẹ nó;0
mình vẫn ưu ái cho con trai hơn..nhưng mình làm cha mẹ sẽ ko bất công như 2 ng làm cha mẹ như trong chuyện...tệ lậu...và quá ngu si...;0
Tại sao con nào cũng phải mang nặng đẻ đau;0
Gi ₫au ma nghe truyen nay buon qua thuong em;0
truyện hay;0
Câu chuyện rất hay cám ơn tác giả cám ơn Nguyễn huy và toàn thể ê kíp;0
Trọng Nam khinh Nữ;0
con nào mà chẳng là con...hazzz;0
Mot cAU CHuyen that y nghia cam on tac gia va chau nguyen huy chuc suc khoe;0
nghe mà bức xúc gd tồi tàn này ghê nơi;0
Làm gì mà có người mẹ nào ác với c mình như vậy. Có viết hoi quá ko ta.con hơn mẹ ghẻ là sau;0
Có đấy mẹ tôi cũng như vậy luôn nhìn tôi với ánh mắt hình viên đạn;0
Nghe câu chuyện này làm tôi nhớ đến tôi của ngày xưa  tôi cũng bị cha mẹ tôi đối xử y như bé an trong câu chuyện này. Nó đau đến thấu trời xanh. Nhưng tôi không chết mà phải sống sống tốt hơn. Nhưng cho đến tận bây giờ cha mẹ vẫn không buôn tha  côn lấy tài sản của tôi để bù đắp cho con trai. Nhưng mọi người biết không bị con dâu nó chửi nguyên cả gia phả luôn. Tôi chỉ cười mà không nói câu nào. Bệnh tật thì con gái lo khi khởi bệnh là lo cho con trai.  Ba. Mẹ tôi y như ông khoác và bà luến vậy.;0
Truyện rất hay và  bức  xuc chơi  thoi trọng  nam khinh nữ  của  ngươi  mẹ;0
Nghe mà đau lòng thương xót cho cô bé;0
Truyện dở tệ;0
Một bài học cảnh tỉnh cho bậc làm cha mẹ có tư tưởng trọng nam khinh nữ;0
nghèo không có tiền mà sao ăn ngon vậy?;0
Cái này có phải là một gd không nhỉ 😂;0
Cái loại thành phần bố mẹ không ra gì đổ lỗi lên đầu con gái mình mọi thứ xấu xa đều đổ cho con. Nghe chuyện mà muốn chửi thề luôn;0
nghe chuyện này Tao muốn chửi thề thấy ghê;0
Nghe truyện ma uất ức dùm co bé.cha mẹ gì k đau oc qua nuông chiều thứ k ra gì;0
Dạo này quản cáo nhiều quá;0
cảm ơn cuộc đời cho con 1 gia dinh yêu thương con. cầu mong k 1 ng con gái nào phải chịu như cô bé trong truyện;0
Nếu được là đấng tối cao tôi sẽ o cho 3 kẻ trong gia đình đó thành người;0
Tui cũng như bạn vậy đó trúng huy hoạch đất cho con trai và gửi ngân hàng con trai cũng biết và được bao nhiêu tiền con trai cũng biết còn tui không có lấy nổi 1k và rồi tất cả cũng tiêu tan theo gió và có cô con 🍓 thì thôi rồi và bây h tui rất ổn và hạnh phúc bên gia đình nhỏ của tui được gia đình chồng yêu thương hơn gia đình của mình;0
Chúc bạn thật hạnh phúc . Mình thì được ba mẹ thương yêu . Nhưng bù lạ Ck ko thương nên mình rất khổ .;0
Tôi hiểu bạn vì chúng ta giống nhau ;0
Tưởng chỉ có trong truyện...đời này còn thứ cha mẹ vậy sao;0
Cố gắng sống vì bản thân mình nhé ạ;0
​ @Minnie_93-k4h dạ.e cảm ơn nhìu ạ ❤;0
Đồng cảm với bạn;0
​ @TrinhHuynh-c1r cảm ơn bạn ❤;0
Đồng cảm với b;0
​ @PhuongTruong-z4f cảm ơn bạn ❤;0
Ko hieu sao làm cha làm mẹ tại sao ác đến vậy ko biết nua😢;0
Đồng cảm vs b.😢;0
Tội nghiệp anh quá😢😢😢😢😢😢😢😢😢😢;0
Thương bạn;0
nếu ai lỡ đầu thai làm con của cái loại cha mẹ không bằng cầm thú này thì hãy đợi đến khi 16 tuổi đủ làm đc cái cccd rồi hãy rời đi tìm nơi khác mưu sinh cả đời đừng bao giờ gặp lại họ nửa thứ không tình người đó không đáng làm cha mẹ;0
Đồng cảm với bạn ❤;0
Lòng mẹ bao la  như biển thái bình...mẹ ơi ;0
Nhà mình 2 đứa con gái;0
Mình cùng chung hoàn cảnh nè bạn...rất tủi thân;0
Sao phai lo;0
Tôi cũng vậy ngày xưa bố mẹ cũng bảo làm cái méo gì thứ con gái..hazzaj..nghĩ đến mà lại buồn..😶😶;0
Nghe truyện mà rất bức xúc cho em;0
Nghẹn ngào;0
thông cảm vs b;0
Tôi chỉ nghĩ trường hợp này chỉ có trên truyện thôi chứ ngoài đời có chuyện đó luôn ak thương bạn;0
E cũng chung số phận . Nhưng đó la chị gái chứ kg phải a trai e... Cái gì cũng nghĩ cho chị gái. Con e như con ở v á 😢;0
Bớt đi m ..;1
Chị ơi. Cố lên nhé. Nhân quả sẽ bù đắp lại những thiệt thòi đó cho chị thôi. Chị vững lòng giữ tâm mình nhé;0
Tại sao lại có bậc cha mẹ độc ác vậy? Bạn có buồn lắm không?;0
có mới nới nhe...bốc phét;1
Bạn thật cao thượng;0
😊0poi12qwn12345 gì tôi tooin;0
Mình cùng chung số phận như bạn.ko có nỗi đau nào đau bằng cùng một dòng máu;0
​ @thuytienphamthi-g8j sao lại có người làm cha làm mẹ như vậy;0
 @thuytienphamthi-g8j thương bạn quá;0
​ @thuytienphamthi-g8j thương bạn;0
Thương.;0
​ @anhaolethi2254 dạ.e cảm ơn ạ ❤;0
Nghe bức xúc mà hay;0
Cha mẹ thể loại gì đây. Chắc con bé kiếp truoc nợ gia đình này;0
Quảng cáo nhiều quá;0
Nghe truyện này những bậc làm cha mẹ nên xem lại cách đối xử với con cái;0
Nghe mà bứt xúc trọng nam khinh nữ. Sự nuông chiều xin ra đứa con ngỗ nghịch vô dụng. Thật đáng ghét có những bật phụ huynh vô lý…..;0
Truyện nghe rất hay và bức xúc. Đúng là ác giả;0
Huy ! Có kênh nào đọc truyện của Huy;0
Truyên riêt ròi xàm k;0
hay;0
Này chỉ có bọn parky mời kì thị như z thôi.;1
Hi MN;0
quá đau  xót nếu trên đời này lại có cha có mẹ như vậy 😭😭😭;0
Cha mẹ mang tâm lý bệnh hoạn dồn sức nuôi dạy một đứa con bệnh hoạn gấp đôi :);0
Thị Thu Lan Nguyễn . Kính chào chị Thu Lan ! Kính chúc chị cùng gia đình một ngày mới an lành và hạnh phúc ! 🙏🏾🤝✌🏼🥰💞❤️☘️🫶🙌;0
​ @duongtran9655  Cám ơn em nhen. Chúc em buổi sáng 1 ngày tốt lành. 🥰❤🍀;0
Đúng là Luân hồi quả báo😢😢😢;0
Thì báo cáo nó đi ổng sao quản hết dc;0
pbvm biến giùm đi;0
Cảm ơn em trai va tác giả;0
Chuyên hay 👍👍👍👍👏👏👏👏😀😛🥰🤗;0
Chào nguyên huy đẹp trai😊😊😊😊😊trẻ trung vui vẻ🎉🎉🎉🎉🎉chào tác giả vui vẻ❤❤❤❤❤;0
Chị chào chú Nguyễn Huy ✋ rất cảm ơn tác giả 💐🎶🎧👻;0
Chị chào em Huy chúc em và GĐ nhiều sức khỏe vui vẻ và hạnh phúc 😊❤❤❤🎉🎉🎉;0
ten AN .tuong cuoc doi se binh an .nhung bao gio cuoc doi binh an cả;0
Chào Nguyễn Huy Csk vui vẻ an lành🎉🎉❤❤❤❤;0
Cảm ơn cháu Huy ♥️giọng đọc thật truyền cảm ấm áp♥️;0
chúc mn một đêm nghe ngủ ngon ngee 🫦;0
nghe để ngủ cho ngon nào cả nhà;0
Chúc mọi người đêm an lành! ❤;0
Chào  chú  huy  đẹp  trai ❤❤❤;0
Nguyên Dung . Kính chào chị Dung! Kính chúc chị cùng gia đình một buổi tối an lành và hạnh phúc ! 🙏✌🏼🥰💞💜🫶🙌;0
